0.000000000000000000e+00,1.228957986291595805e+00,1.035126297650714955e+00,9.022117019547868821e+00
1.739928960800170898e+00,1.112335997145455835e+00,1.054938764420015662e+00,8.640170098840261659e+00
1.749935030937194824e+00,1.269775271564127950e+00,1.052767909261884238e+00,9.021357013775318734e+00
1.759940028190612793e+00,1.244931960372748447e+00,9.713860497454140930e-01,1.013680063009461385e+01
1.769929051399230957e+00,1.083135500309918120e+00,1.127158692191405853e+00,8.458678490066356304e+00
1.779975056648254395e+00,1.071760561169443626e+00,1.080200790366482755e+00,8.905047009045389927e+00
1.789945006370544434e+00,1.324718659501424645e+00,1.139841246293143984e+00,7.958590273014706895e+00
1.799926996231079102e+00,1.149361513349365538e+00,1.067662491797366275e+00,8.740822313382626163e+00
1.809972047805786133e+00,1.087434711305330204e+00,1.022428821376245800e+00,9.687731108819852111e+00
1.819983959197998047e+00,1.095359425448741764e+00,1.010534528192988724e+00,9.329016073321866998e+00
1.829923987388610840e+00,1.176891496080199051e+00,9.587134099604283088e-01,1.004224345644414385e+01
1.839936971664428711e+00,1.195668405243151211e+00,1.018388411635690938e+00,8.562314241561217898e+00
1.849944949150085449e+00,1.135073112929484873e+00,1.095836306177580877e+00,8.060647730505895225e+00
1.859938979148864746e+00,1.108206639063157750e+00,1.028118361306421091e+00,9.598079210785275706e+00
1.869943022727966309e+00,1.145376976736293795e+00,1.058614343658642154e+00,9.430019354420027256e+00
1.879938006401062012e+00,1.213756885653698436e+00,1.018219417482051581e+00,9.873481332892716011e+00
1.889932036399841309e+00,1.002686012469990784e+00,1.074203258180818077e+00,8.911675848276694012e+00
1.899966001510620117e+00,1.218751715677251823e+00,1.073033233893999627e+00,8.879837461243901942e+00
1.909986019134521484e+00,1.235095952689226007e+00,9.836792593355592196e-01,9.242784741389723280e+00
1.919927000999450684e+00,1.071292181351249928e+00,1.019112465909844056e+00,9.245549964750495064e+00
1.930088043212890625e+00,9.898655715407236322e-01,1.051911616192093168e+00,8.496705177177743096e+00
1.940003991127014160e+00,1.146640007793432670e+00,1.085486562032520919e+00,9.656755874665540418e+00
1.949934005737304688e+00,1.208652449373185167e+00,9.358765305444075588e-01,9.321117636359556258e+00
1.959957957267761230e+00,1.019250625000379662e+00,1.006728147526020578e+00,9.118497007667166088e+00
1.969928026199340820e+00,1.442531934072736277e+00,9.552255320622581314e-01,9.969996491819330231e+00
1.979917049407958984e+00,1.032597078733274998e+00,1.023353033435658199e+00,9.379838924555640389e+00
1.989936947822570801e+00,1.154521710915661359e+00,1.096149645121909488e+00,9.329964955425795736e+00
1.999973058700561523e+00,1.112354118400688430e+00,1.069750194966337054e+00,9.149974548415404030e+00
2.010111093521118164e+00,9.737463588744917908e-01,9.983075826492164850e-01,8.431780436621345132e+00
2.020076990127563477e+00,1.196339269912565451e+00,1.117411894260777361e+00,9.298978367947851709e+00
2.030030965805053711e+00,1.073668049758337295e+00,1.040214951750034089e+00,9.227120932196847036e+00
2.040115118026733398e+00,1.182486027912518001e+00,1.046604671987251933e+00,8.734899511818326800e+00
2.050199031829833984e+00,1.077943741533445854e+00,1.021617568871837634e+00,9.321665246956841955e+00
2.060159921646118164e+00,1.094911956481873005e+00,9.967299214196617685e-01,9.661430619474707271e+00
2.070061922073364258e+00,1.223116189845514734e+00,1.096617849176638515e+00,9.127942119920298580e+00
2.080152988433837891e+00,1.225808337750057486e+00,1.130905978551040691e+00,8.293473865459553451e+00
2.090101957321166992e+00,1.050106219660684292e+00,1.031178598271145219e+00,8.419927993773704600e+00
2.099976062774658203e+00,1.102552041006155337e+00,9.856266830166806603e-01,9.794204062509972886e+00
2.110167026519775391e+00,1.210061537282358657e+00,1.037175518040534650e+00,1.046151280835470665e+01
2.120021104812622070e+00,1.309368083084749612e+00,1.089544201758033459e+00,9.620215187322036954e+00
2.129942893981933594e+00,1.146973515564626345e+00,1.002858084921952830e+00,8.109901557985786269e+00
2.139955997467041016e+00,1.099404651286248535e+00,1.062801789475090741e+00,9.139997972914034818e+00
2.149939060211181641e+00,1.031116605365194339e+00,1.018160249044384180e+00,9.080997449218457973e+00
2.159924030303955078e+00,1.273415440566897150e+00,1.082353199009588041e+00,9.200264497491868809e+00
2.169920921325683594e+00,1.348532873541349320e+00,9.523837772364666110e-01,9.902620203052357795e+00
2.179981946945190430e+00,1.152499516889963438e+00,9.630049340268315161e-01,9.103960190670223440e+00
2.189908981323242188e+00,1.279450076414851978e+00,1.159042316641225145e+00,8.591062517884575200e+00
2.199963092803955078e+00,1.265795331751784047e+00,1.119411661196419328e+00,8.424518142574585866e+00
2.210074901580810547e+00,1.369828126475204133e+00,1.137735309372293280e+00,7.983104864989375216e+00
2.219917058944702148e+00,1.169277384531240083e+00,1.104523366781276827e+00,9.028171877850583726e+00
2.229918003082275391e+00,1.101422071543934011e+00,1.018956438980686663e+00,9.764986198300851683e+00
2.239927053451538086e+00,1.378844592706790939e+00,1.167167978369837433e+00,7.419592460563507075e+00
2.249914884567260742e+00,1.110565498436635545e+00,1.061567309999175146e+00,9.952126423967115443e+00
2.259928941726684570e+00,1.215264967702132770e+00,1.025186603593285728e+00,9.164493243734682437e+00
2.269928932189941406e+00,1.139229602269260511e+00,1.065149170397871270e+00,9.373211684629541907e+00
2.279923915863037109e+00,1.135843948218717259e+00,9.530966562091665040e-01,9.009215052201348328e+00
2.289921998977661133e+00,1.305434355722039141e+00,1.007100171033135538e+00,8.522643975056245935e+00
2.299967050552368164e+00,1.150096044193154698e+00,1.067557408906404381e+00,7.776126118892523920e+00
2.310070991516113281e+00,1.214458316631498613e+00,1.078574299828428895e+00,9.359901464497664136e+00
2.319930076599121094e+00,1.092420237992237420e+00,1.061988635913148959e+00,8.943208105805183550e+00
2.329932928085327148e+00,1.027108779704337005e+00,1.076967853822684340e+00,8.468914522741130213e+00
2.339912891387939453e+00,1.168522084952184459e+00,1.116230778536891455e+00,8.361886766115798508e+00
2.349915027618408203e+00,1.194304906942110778e+00,9.376292573376553419e-01,9.220442289775380829e+00
2.359915018081665039e+00,1.138139604010717676e+00,1.026292357779768238e+00,9.220576804003636440e+00
2.369901895523071289e+00,1.134217180316476892e+00,1.030193566502192404e+00,9.584051416579256966e+00
2.379929065704345703e+00,1.214505068307550673e+00,1.062079593249934728e+00,8.775207370980457000e+00
2.389934062957763672e+00,1.133110193679778055e+00,9.893885998409199800e-01,9.000281106266360354e+00
2.399914026260375977e+00,1.126195002098762776e+00,9.781118983518560794e-01,8.942464687477892582e+00
2.410140037536621094e+00,1.086933923356251164e+00,1.030243626684560043e+00,8.869997098463697327e+00
2.419967889785766602e+00,1.050693242935411442e+00,9.631054602871643722e-01,8.949422649595424772e+00
2.430075883865356445e+00,1.427502592983517893e+00,1.081618708927329697e+00,9.167456417738165442e+00
2.439918041229248047e+00,1.128945676657902464e+00,1.070194056830281903e+00,8.737893968574178771e+00
2.449925899505615234e+00,1.102961329262764689e+00,1.094950781874551637e+00,9.598595243875095662e+00
2.459899902343750000e+00,1.132820339604676096e+00,1.016686588192567298e+00,9.455030612328581441e+00
2.469928026199340820e+00,1.249034236475112358e+00,1.090812074229112083e+00,8.263580757343758521e+00
2.479926109313964844e+00,1.231472552247463437e+00,9.364189041564543459e-01,1.017845222329889054e+01
2.489902973175048828e+00,1.103479429872271655e+00,9.684221927315265210e-01,9.951497162231975224e+00
2.499923944473266602e+00,1.153266510392971345e+00,1.055996466051019045e+00,1.005152680459510606e+01
2.510056972503662109e+00,1.213759211591404652e+00,1.056311292407400071e+00,9.752392142610004200e+00
2.520066976547241211e+00,1.263187068539725955e+00,1.099119802060095630e+00,9.328448499168809249e+00
2.530155897140502930e+00,1.090782188764432226e+00,1.023406980235955555e+00,9.620185016030672998e+00
2.540143966674804688e+00,1.264477198792434587e+00,1.106626712012396041e+00,8.058672053010308645e+00
2.550096988677978516e+00,1.122056445300363192e+00,9.903845791872550874e-01,9.818963580859618290e+00
2.560033082962036133e+00,1.194918460973462659e+00,1.021689329873071816e+00,9.038714116107684049e+00
2.569953918457031250e+00,1.182472584538103000e+00,1.163624068520718646e+00,7.945725273111985842e+00
2.580101966857910156e+00,1.031486879992704164e+00,1.023154197462411652e+00,8.874942940795991220e+00
2.589981079101562500e+00,1.028955368347604482e+00,1.055162464352804808e+00,7.785498810547839099e+00
2.599977970123291016e+00,1.106073613444593873e+00,1.095809859485127324e+00,7.890178890469146111e+00
2.610119104385375977e+00,1.138755296795435523e+00,1.070900037926453052e+00,8.874387243959686700e+00
2.619975090026855469e+00,1.201112727189818319e+00,1.143295388136597923e+00,8.858797898746166410e+00
2.629954099655151367e+00,1.034946340525231934e+00,9.834591209660238365e-01,9.725578600869120294e+00
2.639904022216796875e+00,1.092689946489304287e+00,1.041196602530296778e+00,8.968796317515705496e+00
2.649912118911743164e+00,1.280251804291803852e+00,1.254275238162803507e+00,7.485930864099719528e+00
2.660012960433959961e+00,1.058083441362353883e+00,1.058372157832007998e+00,9.137178717492634661e+00
2.669909000396728516e+00,1.017432207487559026e+00,1.027743107436014158e+00,8.777171321074265009e+00
2.679924011230468750e+00,1.383227175869317316e+00,1.052256202029586252e+00,8.785016581010458125e+00
2.689927101135253906e+00,1.047562857456598939e+00,9.968707292106383511e-01,9.946781720488351297e+00
2.699870109558105469e+00,1.141298065943415985e+00,1.014442910915668516e+00,9.654028998628557900e+00
2.710078001022338867e+00,1.250722137027622916e+00,1.094309157248053443e+00,8.145980656563017064e+00
2.719934940338134766e+00,1.139045347529397567e+00,1.055088177131253913e+00,9.304419755200633801e+00
2.729906082153320312e+00,1.163143682768620568e+00,1.089374238043489207e+00,9.161877811375374492e+00
2.739909887313842773e+00,1.108956223639405492e+00,1.096486431612143209e+00,8.406889819747307868e+00
2.749917984008789062e+00,1.293993734195740375e+00,9.909519361475747079e-01,9.536917364371209516e+00
2.759903907775878906e+00,1.203658667704580409e+00,1.089484913172940495e+00,8.419835545851334757e+00
2.769920110702514648e+00,1.058419181004691234e+00,1.083210553156828793e+00,9.377271348898180037e+00
2.779984951019287109e+00,1.220121468620569249e+00,1.152448611443637860e+00,8.623469811301774257e+00
2.789896965026855469e+00,1.301241283051507880e+00,1.165228661878800365e+00,8.666772844007390120e+00
2.799922943115234375e+00,1.105370363367260245e+00,1.033173499755852598e+00,9.330365928429998235e+00
2.810077905654907227e+00,1.209479787292370601e+00,1.037192648394187788e+00,9.386581189312339646e+00
